,frete,avaliação_cliente,peso_gr,valor_pagamento,tempo_processamento,tempo_espera,entregue_no_prazo
619,15.59,4,7550.0,84.59,7.0,13.0,0
620,10.96,5,400.0,41.86,0.0,7.0,1
621,15.31,5,250.0,76.65,1.0,6.0,1
622,18.59,4,281.0,88.58,0.0,13.0,0
623,18.27,5,400.0,118.17,0.0,12.0,0
624,16.35,5,550.0,101.34,3.0,13.0,0
625,18.94,4,150.0,138.94,1.0,9.0,1
626,16.11,2,800.0,122.22,4.0,12.0,0
628,17.1,4,450.0,352.1,2.0,6.0,1
629,18.03,5,1750.0,130.03,0.0,8.0,1
630,34.5,1,3050.0,154.4,2.0,36.0,0
631,9.49,5,600.0,114.49,5.0,6.0,1
632,14.05,5,1400.0,81.05,0.0,4.0,1
633,15.1,5,175.0,45.08,4.0,15.0,0
634,29.83,5,700.0,144.82,5.0,14.0,0
635,12.27,1,300.0,122.27,4.0,21.0,0
636,84.38,5,6550.0,203.38,2.0,23.0,0
637,7.78,4,50.0,24.68,1.0,39.0,0
638,14.1,5,275.0,39.09,3.0,12.0,0
639,16.76,5,1050.0,89.75,5.0,16.0,0
640,17.87,5,3000.0,122.87,0.0,5.0,1
641,16.43,5,700.0,222.86,6.0,9.0,1
643,21.6,4,2900.0,180.6,3.0,9.0,1
645,14.59,4,100.0,148.98,4.0,14.0,0
647,11.85,5,550.0,61.85,2.0,13.0,0
648,27.44,5,3020.0,413.04,4.0,12.0,0
649,19.74,1,225.0,129.74,2.0,13.0,0
650,12.24,5,335.0,157.24,4.0,9.0,1
651,16.0,2,1563.0,195.0,2.0,11.0,0
652,17.02,5,567.0,196.92,0.0,7.0,1
654,25.09,5,6300.0,214.09,3.0,16.0,0
655,15.1,5,250.0,28.0,5.0,15.0,0
656,19.6,5,900.0,78.27,12.0,17.0,0
657,20.8,5,1500.0,17.92,17.0,23.0,0
658,20.8,5,1500.0,52.63,17.0,23.0,0
659,16.17,2,725.0,74.07,1.0,29.0,0
660,18.23,1,400.0,36.68,2.0,37.0,0
661,17.04,5,2300.0,96.94,17.0,22.0,0
662,18.72,4,500.0,107.72,0.0,5.0,1
663,7.78,1,850.0,46.18,3.0,17.0,0
664,19.32,5,550.0,48.32,5.0,19.0,0
665,63.17,3,8300.0,449.92,7.0,26.0,0
666,18.02,2,900.0,81.92,2.0,36.0,0
667,15.1,5,226.0,34.59,1.0,11.0,0
668,37.9,4,1050.0,73.89,0.0,18.0,0
669,18.15,1,6550.0,147.15,5.0,36.0,0
670,15.1,5,450.0,61.09,3.0,16.0,0
671,9.26,5,350.0,139.16,1.0,4.0,1
672,10.0,1,7050.0,178.0,3.0,10.0,1
674,15.1,4,150.0,33.1,3.0,30.0,0
675,44.55,5,650.0,144.45,1.0,10.0,1
676,18.1,3,180.0,216.87,27.0,29.0,0
677,14.71,3,207.0,216.87,27.0,29.0,0
678,15.11,5,950.0,5.99,2.0,9.0,1
679,15.11,5,950.0,36.02,2.0,9.0,1
680,13.98,1,850.0,70.97,2.0,8.0,1
681,52.67,5,7463.0,142.65,18.0,26.0,0
682,22.07,5,150.0,621.07,1.0,5.0,1
683,16.16,5,750.0,73.13,0.0,7.0,1
684,22.99,5,950.0,80.88,3.0,10.0,1
685,18.61,4,1075.0,123.1,0.0,6.0,1
686,13.56,5,1200.0,83.46,1.0,4.0,1
687,8.88,5,300.0,28.87,2.0,4.0,1
688,21.39,2,396.0,149.29,2.0,24.0,0
689,13.39,5,450.0,149.39,1.0,9.0,1
690,27.06,5,900.0,166.94,0.0,6.0,1
691,15.99,5,500.0,335.89,4.0,13.0,0
692,13.75,5,353.0,103.25,1.0,7.0,1
693,15.1,5,200.0,28.75,2.0,11.0,0
694,19.61,4,1000.0,79.51,1.0,8.0,1
695,11.46,5,1850.0,260.92,4.0,6.0,1
697,36.39,5,4550.0,216.29,1.0,2.0,1
698,14.37,3,200.0,103.37,2.0,11.0,0
699,27.7,5,1350.0,227.6,10.0,18.0,0
700,13.72,5,1200.0,113.71,1.0,5.0,1
701,9.62,5,850.0,79.52,1.0,2.0,1
702,15.1,5,300.0,40.4,1.0,8.0,1
703,7.78,5,200.0,38.28,2.0,3.0,1
704,18.49,5,500.0,73.49,2.0,6.0,1
705,23.19,5,3110.0,152.09,0.0,8.0,1
706,14.37,5,1000.0,304.27,6.0,12.0,0
707,0.0,5,584.0,106.9,3.0,9.0,1
708,48.22,5,7750.0,247.22,2.0,10.0,1
709,17.92,3,1900.0,112.95,18.0,31.0,0
710,7.46,4,300.0,35.45,4.0,6.0,1
711,17.68,1,400.0,74.67,2.0,9.0,1
712,7.78,5,250.0,36.78,4.0,5.0,1
713,2.5,1,167.0,304.2,6.0,10.0,1
714,29.9,1,850.0,304.2,6.0,10.0,1
715,14.58,5,400.0,132.48,2.0,7.0,1
716,7.47,4,3800.0,93.37,1.0,5.0,1
717,25.15,4,10475.0,145.14,16.0,19.0,0
718,14.52,3,300.0,64.42,4.0,7.0,1
719,8.43,1,4150.0,103.43,3.0,4.0,1
720,15.59,3,270.0,135.49,6.0,29.0,0
721,20.98,5,2300.0,90.88,2.0,13.0,0
722,15.1,5,200.0,34.09,6.0,12.0,0
723,15.1,5,100.0,65.0,2.0,12.0,0
725,19.14,4,350.0,84.13,1.0,15.0,0
726,37.53,4,304.0,157.43,0.0,31.0,0
727,16.68,4,1350.0,78.58,4.0,12.0,0
728,23.27,5,900.0,122.27,1.0,7.0,1
729,23.16,4,900.0,106.15,0.0,4.0,1
730,9.69,3,650.0,144.59,3.0,4.0,1
731,23.35,5,1825.0,101.25,0.0,7.0,1
733,15.1,3,350.0,80.2,1.0,8.0,1
735,18.0,5,1600.0,117.0,0.0,3.0,1
736,17.92,2,800.0,40.92,1.0,10.0,1
737,19.87,5,1550.0,109.77,0.0,39.0,0
738,15.83,1,500.0,512.46,2.0,5.0,1
741,24.2,5,792.0,224.1,1.0,9.0,1
743,12.34,5,2100.0,132.24,5.0,11.0,0
744,14.25,5,500.0,144.15,1.0,3.0,1
745,17.16,4,1600.0,147.15,0.0,7.0,1
746,27.95,5,1600.0,239.95,8.0,24.0,0
747,11.42,5,1900.0,66.42,1.0,4.0,1
748,7.39,5,50.0,14.29,0.0,3.0,1
749,17.12,4,500.0,356.12,4.0,13.0,0
750,8.27,5,105.0,56.76,3.0,4.0,1
751,21.15,5,150.0,61.05,2.0,18.0,0
752,8.85,5,300.0,77.84,0.0,18.0,0
753,16.33,3,1750.0,116.32,4.0,24.0,0
754,14.66,5,2033.0,84.56,1.0,9.0,1
755,19.32,4,800.0,59.31,1.0,35.0,0
756,12.0,4,450.0,84.0,1.0,7.0,1
757,14.72,4,1700.0,72.02,8.0,12.0,0
758,21.12,3,1383.0,111.02,3.0,14.0,0
759,7.78,1,200.0,98.34,2.0,3.0,1
762,22.08,5,200.0,43.98,3.0,17.0,0
763,7.61,5,180.0,57.51,1.0,6.0,1
764,18.0,1,800.0,57.9,0.0,20.0,0
765,9.5,5,207.0,271.23,3.0,10.0,1
766,4.75,5,225.0,271.23,3.0,10.0,1
768,13.79,1,160.0,217.58,1.0,7.0,1
770,15.13,5,150.0,70.03,0.0,7.0,1
771,17.67,4,1550.0,77.57,4.0,22.0,0
772,32.06,1,15475.0,179.05,8.0,12.0,0
773,11.85,2,710.0,39.68,5.0,9.0,1
775,15.1,5,300.0,40.52,3.0,8.0,1
776,15.1,5,300.0,3.57,3.0,8.0,1
777,16.16,5,1700.0,216.15,2.0,8.0,1
778,21.4,1,4800.0,209.3,21.0,21.0,0
779,9.7,5,375.0,359.6,2.0,2.0,1
780,9.21,4,550.0,75.21,4.0,4.0,1
781,16.11,5,600.0,55.11,5.0,13.0,0
782,17.79,5,1000.0,307.69,5.0,17.0,0
783,13.0,5,500.0,92.9,0.0,6.0,1
784,16.78,1,1800.0,723.08,2.0,4.0,1
788,19.04,5,400.0,68.84,2.0,28.0,0
789,19.32,5,250.0,49.22,0.0,2.0,1
790,16.79,1,400.0,55.69,4.0,26.0,0
791,8.72,5,250.0,65.71,3.0,9.0,1
792,14.75,4,2000.0,28.7,2.0,8.0,1
793,14.75,4,2000.0,125.95,2.0,8.0,1
794,42.98,5,9100.0,142.48,3.0,8.0,1
795,15.98,5,1867.0,45.48,1.0,6.0,1
796,15.79,5,150.0,65.78,4.0,11.0,0
797,10.96,5,300.0,19.21,0.0,13.0,0
798,7.78,5,200.0,36.68,8.0,11.0,0
799,15.28,1,600.0,227.2,1.0,6.0,1
800,15.28,1,600.0,7.08,1.0,6.0,1
801,15.1,5,100.0,39.6,5.0,12.0,0
802,16.11,5,1245.0,58.8,2.0,10.0,1
803,18.45,5,4500.0,98.35,11.0,14.0,0
804,17.75,4,1400.0,89.57,11.0,20.0,0
805,8.34,5,400.0,33.34,2.0,4.0,1
806,35.43,5,7225.0,104.43,1.0,4.0,1
807,18.16,5,1600.0,148.15,1.0,7.0,1
808,7.87,5,100.0,47.67,7.0,8.0,1
809,51.69,5,425.0,221.59,1.0,15.0,0
810,17.8,5,4338.0,144.8,3.0,6.0,1
811,15.1,3,200.0,34.0,4.0,20.0,0
812,8.27,5,200.0,50.77,1.0,2.0,1
813,9.26,2,400.0,139.25,1.0,2.0,1
814,18.25,1,417.0,70.89,5.0,39.0,0
815,14.62,4,375.0,139.61,2.0,26.0,0
816,59.53,1,13867.0,199.47,11.0,67.0,0
817,12.48,5,1300.0,52.38,7.0,13.0,0
818,21.13,3,700.0,107.24,2.0,9.0,1
819,21.12,3,3400.0,107.24,2.0,9.0,1
820,16.53,5,800.0,126.43,4.0,11.0,0
821,15.61,1,1600.0,120.61,2.0,31.0,0
822,28.87,2,5000.0,804.52,1.0,31.0,0
823,21.65,2,3750.0,804.52,1.0,31.0,0
824,18.88,5,650.0,129.87,10.0,14.0,0
825,9.72,5,1017.0,155.62,1.0,4.0,1
826,7.39,4,100.0,30.38,2.0,3.0,1
827,24.71,5,2600.0,94.61,1.0,13.0,0
828,22.85,1,200.0,36.5,4.0,37.0,0
829,17.95,4,450.0,207.72,0.0,7.0,1
830,17.95,4,450.0,25.23,0.0,7.0,1
832,15.1,5,175.0,40.09,0.0,10.0,1
833,11.67,5,2646.0,154.95,0.0,3.0,1
834,11.67,5,2646.0,6.72,0.0,3.0,1
835,22.98,5,1250.0,48.87,3.0,12.0,0
836,44.87,3,900.0,394.77,5.0,15.0,0
837,50.5,5,6050.0,140.49,0.0,21.0,0
838,22.56,5,600.0,112.46,0.0,14.0,0
839,18.82,4,314.0,121.72,0.0,15.0,0
840,38.02,4,650.0,197.06,1.0,8.0,1
841,17.16,4,1200.0,77.06,2.0,11.0,0
842,12.76,5,250.0,42.66,1.0,12.0,0
843,26.74,1,4400.0,86.64,4.0,13.0,0
844,53.3,4,16167.0,303.19,17.0,31.0,0
845,8.09,5,560.0,187.15,1.0,14.0,0
846,30.77,5,350.0,187.15,1.0,14.0,0
847,12.11,5,1400.0,142.1,1.0,5.0,1
848,13.89,5,7650.0,138.89,5.0,8.0,1
849,47.78,4,7500.0,117.68,4.0,11.0,0
850,17.0,5,1600.0,400.5,1.0,4.0,1
851,14.87,5,2850.0,214.77,2.0,3.0,1
853,9.09,4,600.0,57.99,1.0,2.0,1
854,7.78,5,150.0,33.68,4.0,5.0,1
855,16.46,5,2550.0,134.45,0.0,4.0,1
856,11.73,4,1200.0,24.72,4.0,6.0,1
857,7.78,5,100.0,26.78,2.0,3.0,1
858,13.87,5,1500.0,89.77,0.0,4.0,1
859,47.4,3,5450.0,176.4,4.0,12.0,0
860,12.99,5,250.0,90.99,0.0,6.0,1
861,25.14,5,2000.0,124.14,0.0,10.0,1
862,15.04,5,9750.0,220.04,3.0,5.0,1
863,21.26,3,1950.0,81.16,2.0,7.0,1
864,16.11,5,1175.0,196.1,0.0,2.0,1
865,16.79,5,100.0,42.69,1.0,13.0,0
866,8.27,4,125.0,27.17,3.0,3.0,1
867,15.1,4,400.0,60.1,1.0,23.0,0
868,37.43,4,350.0,428.19,0.0,19.0,0
871,17.6,3,6550.0,136.6,1.0,27.0,0
872,70.59,3,1050.0,595.49,5.0,20.0,0
873,51.74,5,200.0,196.74,0.0,15.0,0
874,12.8,1,3900.0,197.96,5.0,13.0,0
875,22.06,5,150.0,99.1,0.0,21.0,0
877,16.4,5,800.0,92.78,0.0,7.0,1
879,23.45,1,2200.0,296.7,3.0,7.0,1
880,23.45,1,2150.0,296.7,3.0,7.0,1
881,28.42,5,600.0,337.42,1.0,15.0,0
882,25.81,1,9900.0,35.82,3.0,52.0,0
883,25.81,1,9900.0,18.77,3.0,52.0,0
884,25.81,1,9900.0,13.09,3.0,52.0,0
885,25.81,1,9900.0,20.38,3.0,52.0,0
886,25.81,1,9900.0,47.48,3.0,52.0,0
887,25.81,1,9900.0,0.23,3.0,52.0,0
888,25.81,1,9900.0,28.04,3.0,52.0,0
889,19.38,3,550.0,45.78,0.0,8.0,1
890,36.68,1,1200.0,216.72,4.0,12.0,0
891,2.29,1,1383.0,216.72,4.0,12.0,0
892,19.94,4,3121.0,119.84,2.0,10.0,1
893,5.81,1,455.0,102.24,1.0,2.0,1
894,11.63,1,800.0,102.24,1.0,2.0,1
895,14.13,1,350.0,69.12,3.0,27.0,0
896,7.78,5,50.0,21.77,1.0,6.0,1
897,24.17,4,8800.0,104.07,1.0,4.0,1
898,8.03,5,150.0,118.35,1.0,3.0,1
899,15.35,4,350.0,101.25,2.0,9.0,1
900,23.09,5,250.0,107.99,1.0,19.0,0
901,15.01,4,9750.0,215.01,2.0,4.0,1
902,20.03,5,8750.0,159.03,1.0,7.0,1
903,13.6,5,850.0,193.5,0.0,3.0,1
904,13.82,5,3775.0,123.81,0.0,6.0,1
905,18.58,5,341.0,87.58,0.0,6.0,1
906,30.5,1,5400.0,169.5,5.0,44.0,0
907,14.32,1,700.0,94.22,7.0,13.0,0
908,11.85,3,1583.0,42.06,3.0,20.0,0
909,15.79,5,175.0,45.78,0.0,15.0,0
910,9.94,5,450.0,24.94,5.0,8.0,1
911,36.85,1,11875.0,206.84,18.0,27.0,0
912,11.42,1,450.0,126.42,2.0,27.0,0
913,18.11,5,9750.0,218.11,5.0,8.0,1
914,16.79,5,130.0,51.79,2.0,13.0,0
915,16.05,4,300.0,345.05,4.0,10.0,1
916,7.93,5,200.0,137.93,1.0,2.0,1
917,9.26,3,310.0,139.16,4.0,6.0,1
918,14.52,4,400.0,108.84,0.0,6.0,1
920,17.6,5,396.0,116.5,2.0,9.0,1
921,7.54,5,250.0,47.53,1.0,6.0,1
922,14.11,5,125.0,12.87,2.0,9.0,1
923,14.11,5,125.0,5.62,2.0,9.0,1
924,14.11,5,125.0,17.61,2.0,9.0,1
925,13.37,5,1400.0,53.27,4.0,10.0,1
926,24.9,5,700.0,274.9,0.0,8.0,1
927,25.17,3,4100.0,114.17,2.0,12.0,0
928,15.71,3,475.0,134.71,0.0,3.0,1
929,10.96,5,250.0,56.86,1.0,11.0,0
930,8.88,5,300.0,44.78,3.0,4.0,1
931,27.13,5,600.0,112.12,1.0,10.0,1
932,15.14,5,100.0,71.04,0.0,12.0,0
933,9.68,5,700.0,144.58,1.0,3.0,1
936,18.72,5,500.0,107.72,2.0,9.0,1
937,15.23,5,100.0,55.13,1.0,10.0,1
938,18.23,5,300.0,63.23,1.0,12.0,0
939,16.7,5,1000.0,121.7,1.0,7.0,1
940,47.32,5,6600.0,133.82,2.0,7.0,1
941,60.13,4,9950.0,205.0,3.0,14.0,0
942,60.13,4,9950.0,180.02,3.0,14.0,0
943,19.65,5,650.0,85.55,1.0,9.0,1
944,24.5,3,9650.0,199.49,11.0,13.0,0
945,9.41,5,750.0,94.31,2.0,4.0,1
946,15.1,5,550.0,40.07,1.0,7.0,1
947,12.48,5,150.0,32.38,2.0,7.0,1
948,17.37,5,1200.0,177.37,1.0,11.0,0
949,21.18,5,260.0,125.18,0.0,7.0,1
950,27.56,5,2425.0,204.55,4.0,9.0,1
951,11.85,5,150.0,30.64,3.0,7.0,1
952,11.85,5,150.0,5.71,3.0,7.0,1
953,15.87,4,200.0,175.87,2.0,15.0,0
954,18.55,5,9950.0,121.45,2.0,6.0,1
955,18.47,5,350.0,71.46,0.0,5.0,1
956,16.07,5,1750.0,69.97,2.0,9.0,1
957,14.57,5,1000.0,52.07,0.0,5.0,1
959,27.12,5,1850.0,76.61,2.0,12.0,0
960,15.86,5,2200.0,174.86,12.0,23.0,0
961,60.72,5,6050.0,1220.72,2.0,11.0,0
962,17.97,1,2238.0,217.96,16.0,30.0,0
963,34.15,3,475.0,84.05,5.0,22.0,0
964,15.39,5,600.0,105.29,1.0,8.0,1
965,30.35,4,10050.0,529.35,1.0,5.0,1
966,22.41,5,500.0,91.41,0.0,14.0,0
967,21.28,5,350.0,76.27,2.0,13.0,0
968,21.13,5,5200.0,91.03,2.0,7.0,1
969,0.0,5,2600.0,69.9,1.0,16.0,0
971,9.44,5,750.0,98.62,1.0,2.0,1
972,38.55,5,1250.0,181.55,2.0,11.0,0
973,18.3,5,900.0,154.92,2.0,24.0,0
974,18.3,5,900.0,110.0,2.0,24.0,0
975,14.73,3,700.0,74.63,3.0,10.0,1
976,14.1,5,450.0,64.0,0.0,8.0,1
977,18.4,5,200.0,61.4,1.0,7.0,1
978,42.04,5,4300.0,291.94,1.0,10.0,1
979,16.06,5,127.0,100.0,4.0,14.0,0
980,16.06,5,127.0,84.86,4.0,14.0,0
981,15.44,4,133.0,114.44,2.0,5.0,1
982,13.27,2,2425.0,416.44,2.0,5.0,1
983,13.28,2,300.0,416.44,2.0,5.0,1
984,9.37,5,650.0,89.27,0.0,1.0,1
985,16.26,4,1400.0,16.25,2.0,7.0,1
986,16.26,4,1400.0,100.0,2.0,7.0,1
987,16.26,4,1400.0,50.0,2.0,7.0,1
988,15.3,5,250.0,94.3,1.0,8.0,1
989,0.09,4,900.0,82.58,3.0,6.0,1
990,27.69,4,400.0,82.58,3.0,6.0,1
991,15.79,1,200.0,54.79,4.0,17.0,0
992,96.28,5,17100.0,306.28,1.0,18.0,0
993,44.26,4,1100.0,114.16,0.0,2.0,1
994,14.15,1,400.0,71.14,2.0,9.0,1
995,17.6,3,850.0,61.58,0.0,7.0,1
996,16.11,5,350.0,45.61,1.0,9.0,1
997,15.43,5,500.0,62.38,0.0,3.0,1
998,15.1,4,100.0,32.0,2.0,19.0,0
999,11.85,4,50.0,36.84,1.0,9.0,1
1000,14.26,5,538.0,172.96,0.0,4.0,1
1001,15.23,5,350.0,64.13,2.0,24.0,0
1002,18.37,4,150.0,88.37,2.0,14.0,0
1003,7.87,3,230.0,85.54,0.0,3.0,1
1005,21.01,5,7900.0,120.97,9.0,15.0,0
1006,16.94,5,1600.0,115.94,2.0,11.0,0
1007,18.71,3,400.0,343.71,3.0,25.0,0
1008,1.93,1,1383.0,230.52,3.0,5.0,1
1009,38.7,1,1750.0,230.52,3.0,5.0,1
1010,14.52,5,550.0,124.42,3.0,15.0,0
1011,15.1,1,240.0,53.0,2.0,21.0,0
1012,29.9,4,1400.0,168.9,0.0,20.0,0
1013,12.76,5,1450.0,72.75,0.0,5.0,1
1014,7.78,5,150.0,53.68,3.0,4.0,1
1015,9.26,3,2800.0,49.16,2.0,4.0,1
1016,8.72,5,150.0,27.71,1.0,3.0,1
1017,15.1,5,250.0,40.09,4.0,10.0,1
1018,15.1,3,600.0,50.1,0.0,5.0,1
1019,15.1,1,275.0,64.1,1.0,8.0,1
1020,15.1,4,200.0,38.4,1.0,10.0,1
1021,48.01,4,1150.0,233.01,1.0,7.0,1
1022,19.49,1,800.0,94.39,1.0,61.0,0
1023,18.23,1,250.0,43.22,1.0,11.0,0
1024,19.95,5,1400.0,159.94,0.0,7.0,1
1025,7.87,5,300.0,22.36,4.0,8.0,1
1026,15.3,3,12050.0,150.58,2.0,8.0,1
1028,18.45,5,350.0,68.35,2.0,10.0,1
1029,18.23,5,300.0,48.22,3.0,11.0,0
1030,19.65,1,1800.0,157.3,3.0,20.0,0
1032,7.39,4,150.0,77.29,2.0,4.0,1
1033,15.23,4,100.0,34.23,1.0,8.0,1
1034,9.94,5,156.0,71.84,8.0,10.0,1
1035,44.1,5,10850.0,364.0,0.0,6.0,1
1036,16.35,5,600.0,101.34,1.0,28.0,0
1037,14.0,4,2600.0,167.8,4.0,11.0,0
1039,12.0,4,500.0,181.88,4.0,14.0,0
1040,12.0,4,500.0,29.12,4.0,14.0,0
1042,62.17,1,13200.0,266.17,5.0,18.0,0
1043,16.11,4,583.0,54.36,1.0,11.0,0
1044,41.89,5,5650.0,202.79,1.0,6.0,1
1045,12.83,5,800.0,82.33,1.0,8.0,1
1046,18.23,5,250.0,48.21,4.0,19.0,0
1047,15.1,3,500.0,57.0,1.0,22.0,0
1048,14.1,5,600.0,35.0,2.0,10.0,1
1049,23.77,1,10750.0,152.77,9.0,38.0,0
1050,16.79,5,450.0,66.69,2.0,9.0,1
1051,18.08,5,1600.0,210.08,0.0,6.0,1
1052,21.77,1,8400.0,130.76,6.0,16.0,0
1054,15.1,5,300.0,43.09,1.0,5.0,1
1055,15.99,5,625.0,195.89,0.0,7.0,1
1056,22.87,1,3600.0,188.77,1.0,9.0,1
1057,27.59,5,533.0,177.49,2.0,17.0,0
1058,13.42,5,1400.0,70.42,5.0,12.0,0
1059,25.69,5,140.0,84.69,0.0,13.0,0
1060,13.93,5,1400.0,143.92,0.0,6.0,1
1061,15.23,5,145.0,28.22,0.0,12.0,0
1062,44.41,5,4100.0,130.98,2.0,6.0,1
1063,14.11,4,300.0,28.11,3.0,4.0,1
1064,13.74,5,210.0,102.64,3.0,5.0,1
1065,20.14,5,3000.0,149.14,1.0,12.0,0
1066,18.23,4,200.0,33.23,2.0,9.0,1
1067,17.21,4,2800.0,122.21,1.0,6.0,1
1068,21.3,5,2450.0,137.3,2.0,9.0,1
1069,15.15,5,110.0,215.14,2.0,8.0,1
1070,16.79,5,350.0,41.69,3.0,23.0,0
1071,37.65,4,950.0,174.65,2.0,14.0,0
1072,20.69,5,400.0,390.59,0.0,4.0,1
1073,37.27,5,15350.0,609.27,3.0,8.0,1
1074,13.11,4,10225.0,153.01,1.0,15.0,0
1075,13.37,5,650.0,61.27,2.0,6.0,1
1076,15.34,4,200.0,50.24,9.0,13.0,0
1077,18.41,5,400.0,63.31,3.0,7.0,1
1078,9.34,5,425.0,44.33,0.0,5.0,1
1079,15.1,1,200.0,55.0,19.0,36.0,0
1080,15.1,4,100.0,35.09,1.0,6.0,1
1081,15.1,4,100.0,50.0,9.0,10.0,1
1082,36.65,5,1300.0,226.55,2.0,11.0,0
1083,17.94,5,850.0,641.82,0.0,9.0,1
1086,15.47,5,900.0,365.37,3.0,9.0,1
1087,16.11,5,500.0,25.71,0.0,6.0,1
1089,24.87,4,400.0,1023.87,2.0,17.0,0
1090,22.85,1,200.0,37.45,1.0,11.0,0
1091,15.21,4,500.0,79.71,1.0,9.0,1
1092,7.95,4,250.0,37.85,0.0,3.0,1
1093,16.79,5,200.0,46.78,1.0,7.0,1
1094,11.24,5,1383.0,101.14,4.0,12.0,0
1095,15.1,3,350.0,65.1,1.0,5.0,1
1096,26.03,5,11600.0,291.03,5.0,8.0,1
1097,16.11,5,450.0,38.01,2.0,14.0,0
1098,14.87,4,300.0,114.77,1.0,6.0,1
1099,9.34,5,650.0,69.33,0.0,1.0,1
1100,17.66,1,450.0,129.41,1.0,10.0,1
1101,26.49,1,413.0,129.41,1.0,10.0,1
1102,70.23,3,17050.0,263.22,13.0,19.0,0
1103,15.95,4,500.0,185.85,2.0,27.0,0
1104,8.11,4,250.0,38.01,2.0,3.0,1
1105,15.1,4,500.0,4.31,12.0,29.0,0
1106,15.1,4,500.0,26.83,12.0,29.0,0
1107,15.38,4,1825.0,105.28,3.0,16.0,0
1108,15.93,5,200.0,183.93,0.0,6.0,1
1109,16.21,5,650.0,81.11,2.0,15.0,0
1110,13.64,5,150.0,56.54,2.0,8.0,1
1111,52.04,5,450.0,271.94,1.0,13.0,0
1112,22.39,5,147.0,87.38,0.0,11.0,0
1114,18.23,4,200.0,28.86,0.0,26.0,0
1115,18.23,4,200.0,22.36,0.0,26.0,0
1116,22.39,5,173.0,87.39,9.0,14.0,0
1117,27.48,5,3350.0,177.38,5.0,27.0,0
1118,37.54,5,15350.0,647.54,3.0,5.0,1
1119,7.39,5,375.0,46.58,1.0,2.0,1
1121,14.1,5,300.0,44.09,5.0,16.0,0
1122,12.52,3,444.0,158.52,2.0,6.0,1
1123,70.42,5,17150.0,290.32,1.0,9.0,1
1124,19.14,5,100.0,199.14,1.0,14.0,0
1125,18.3,4,792.0,168.2,1.0,12.0,0
1126,7.39,5,250.0,56.39,1.0,8.0,1
1127,8.72,5,125.0,57.42,0.0,1.0,1
1129,40.19,4,10700.0,540.19,1.0,20.0,0
1130,18.23,5,117.0,63.22,4.0,17.0,0
1131,11.85,5,400.0,66.79,6.0,7.0,1
1132,20.05,5,2850.0,99.55,1.0,17.0,0
1133,16.05,4,1500.0,136.04,3.0,10.0,1
1134,18.09,5,1900.0,137.99,1.0,10.0,1
1135,15.23,5,275.0,51.13,1.0,10.0,1
1136,20.75,5,1200.0,520.75,1.0,18.0,0
1137,13.92,4,1100.0,93.82,5.0,8.0,1
1138,14.12,5,1250.0,52.11,0.0,5.0,1
1139,17.16,5,1600.0,147.15,2.0,12.0,0
1140,15.01,3,1700.0,115.0,5.0,11.0,0
1141,12.03,5,1200.0,55.02,2.0,5.0,1
1142,8.56,5,950.0,93.92,3.0,5.0,1
1143,8.56,5,1000.0,93.92,3.0,5.0,1
1144,9.66,5,1400.0,89.32,3.0,25.0,0
1146,19.36,5,950.0,150.92,2.0,8.0,1
1148,11.92,5,500.0,71.82,1.0,8.0,1
1149,17.81,5,1720.0,15.82,5.0,19.0,0
1150,17.81,5,1720.0,27.29,5.0,19.0,0
1151,17.81,5,1720.0,54.6,5.0,19.0,0
1152,50.0,3,300.0,69.9,0.0,29.0,0
1153,13.77,1,350.0,515.31,0.0,4.0,1
1156,9.17,5,600.0,69.12,8.0,9.0,1
1157,8.88,5,950.0,43.88,1.0,2.0,1
1158,17.88,3,1383.0,107.78,3.0,16.0,0
1159,31.98,4,900.0,381.88,5.0,16.0,0
1160,25.95,4,3042.0,182.94,0.0,8.0,1
1161,13.72,5,1800.0,113.71,0.0,8.0,1
1162,16.39,5,650.0,106.38,0.0,13.0,0
1163,9.34,5,690.0,78.04,0.0,8.0,1
1166,16.44,5,4338.0,256.43,0.0,13.0,0
1167,15.31,5,325.0,95.21,6.0,10.0,1
1168,11.74,5,1614.0,47.64,1.0,6.0,1
1169,19.54,4,292.0,256.54,2.0,18.0,0
1170,14.58,5,350.0,44.08,0.0,3.0,1
1171,15.23,2,300.0,45.22,3.0,7.0,1
1172,38.51,5,2650.0,1338.41,1.0,7.0,1
1173,8.88,4,975.0,58.78,1.0,3.0,1
1174,15.48,4,1700.0,97.15,0.0,7.0,1
1175,15.48,4,1700.0,7.83,0.0,7.0,1
1176,28.54,4,4450.0,627.54,4.0,11.0,0
1177,22.2,1,2267.0,182.1,2.0,32.0,0
1178,15.1,4,450.0,50.25,4.0,22.0,0
1179,9.79,5,500.0,149.69,3.0,6.0,1
1180,16.4,4,950.0,186.39,3.0,10.0,1
1181,17.95,5,1350.0,117.85,3.0,12.0,0
1182,13.08,1,200.0,72.98,18.0,28.0,0
1184,16.19,1,1250.0,446.94,0.0,2.0,1
1185,14.25,1,1150.0,446.94,0.0,2.0,1
1186,9.31,4,750.0,89.21,15.0,16.0,0
1187,19.5,4,439.0,219.5,0.0,9.0,1
1188,13.75,3,850.0,68.75,1.0,8.0,1
1189,33.09,5,15200.0,244.99,3.0,4.0,1
1190,17.67,5,950.0,77.22,4.0,12.0,0
